一年期意外险	意外身故、伤残
一年期意外险	意外医疗
一年期意外险	住院误工津贴
一年期意外险	救护车费用报销
一年期意外险	飞机意外身故、伤残
一年期意外险	火车意外身故、伤残
一年期意外险	轮船意外身故、伤残
一年期意外险	汽车意外身故、伤残
一年期意外险	意外住院垫付/担保服务
团体短期综合意外险	意外伤害身故和伤残
团体短期综合意外险	意外伤害医疗
团体短期综合意外险	飞机意外伤害身故和伤残
团体短期综合意外险	火车意外伤害身故和伤残
团体短期综合意外险	轮船意外伤害身故和伤残
团体短期综合意外险	汽车意外伤害身故和伤残
团体短期综合意外险	高风险运动意外身故和伤残
团体短期综合意外险	高风险运动意外医疗
团体短期综合意外险	意外住院津贴
团体短期综合意外险	猝死
团体短期综合意外险	救护车费用
团体短期综合意外险	24小时电话医疗服务/代垫付住院保证金
企业团体综合意外险	意外伤害身故/伤残
企业团体综合意外险	意外伤害医疗
企业团体综合意外险	意外住院津贴
企业团体综合意外险	重大疾病
企业团体综合意外险	疾病(含猝死)身故
企业团体综合意外险	飞机意外身故/伤残
企业团体综合意外险	火车（含地铁）意外伤害身故/伤残
企业团体综合意外险	轮船意外身故/伤残
企业团体综合意外险	汽车意外身故/伤残
企业团体综合意外险	私家车驾驶或乘坐意外身故/残疾
企业团体综合意外险	24小时电话医疗服务/代垫付住院保证金
团体国内旅游保险	意外身故/伤残
团体国内旅游保险	意外伤害医疗
团体国内旅游保险	高风险运动（意外身故/伤残）
团体国内旅游保险	高风险运动（意外伤害医疗）
团体国内旅游保险	旅行急性病医疗费用补偿
团体国内旅游保险	急性病身故或全残
团体国内旅游保险	意外住院津贴
团体国内旅游保险	交通工具意外伤害身故
团体国内旅游保险	旅行票证损失
团体国内旅游保险	旅行随身行李损失
团体国内旅游保险	医疗运送和送返
团体国内旅游保险	丧葬费
团体国内旅游保险	亲属前往处理后事
团体国内旅游保险	亲属慰问探访
团体国内旅游保险	境内住院垫付及电话医学咨询
短期综合意外险	意外伤害身故和残疾
短期综合意外险	意外伤害医疗
短期综合意外险	飞机意外伤害身故和残疾
短期综合意外险	火车意外伤害身故和残疾
短期综合意外险	轮船意外伤害身故和残疾
短期综合意外险	汽车意外伤害身故和残疾
短期综合意外险	高风险运动意外身故和残疾
短期综合意外险	高风险运动意外医疗
短期综合意外险	意外住院津贴
短期综合意外险	猝死
短期综合意外险	救护车费用
短期综合意外险	意外住院垫付/担保服务
平安个人意外伤害险	意外伤害身故和残疾
平安个人意外伤害险	意外伤害医疗
平安个人意外伤害险	住院护理津贴
平安个人意外伤害险	猝死
平安个人意外伤害险	救护车车费保险金
平安个人意外伤害险	飞机意外伤害身故和残疾
平安个人意外伤害险	火车意外伤害身故和残疾
平安个人意外伤害险	轮船意外伤害身故和残疾
平安个人意外伤害险	汽车意外伤害身故和残疾
平安个人意外伤害险	电话医学咨询
平安个人意外伤害险	意外住院医疗垫付
平安行·国内自助游保险	意外伤害身故和残疾
平安行·国内自助游保险	意外伤害医疗
平安行·国内自助游保险	高风险运动意外伤害身故和残疾
平安行·国内自助游保险	高风险运动意外伤害医疗
平安行·国内自助游保险	交通工具意外身故
平安行·国内自助游保险	急性病身故或全残
平安行·国内自助游保险	意外住院津贴
平安行·国内自助游保险	紧急医疗转运或送返
平安行·国内自助游保险	遗体/骨灰送返
平安行·国内自助游保险	亲属前往处理后事
平安行·国内自助游保险	亲属慰问探访补偿
平安行·国内自助游保险	境内住院垫付及电话医学咨询
团体交通意外险	飞机意外伤害身故/伤残
团体交通意外险	火车意外伤害身故/残疾
团体交通意外险	轮船意外伤害身故/残疾
团体交通意外险	汽车意外伤害身故/残疾
团体交通意外险	驾乘意外伤害身故/残疾
儿童综合医疗保险	意外伤害身故、残疾
儿童综合医疗保险	意外伤害医疗(含门诊及住院)
儿童综合医疗保险	重大疾病
儿童综合医疗保险	疾病身故、残疾
儿童综合医疗保险	住院医疗
儿童综合医疗保险	疫苗接种身故、残疾
儿童综合医疗保险	意外住院津贴
儿童综合医疗保险	电话医学咨询
儿童综合医疗保险	意外住院垫付/担保服务
儿童综合医疗保险	重疾绿色通道服务
中老年人综合医疗保险	意外伤害身故、残疾
中老年人综合医疗保险	(含门诊及住院)
中老年人综合医疗保险	猝死
中老年人综合医疗保险	意外和疾病住院
中老年人综合医疗保险	意外住院津贴
中老年人综合医疗保险	火车意外身故、残疾
中老年人综合医疗保险	汽车意外身故、残疾
中老年人综合医疗保险	燃气意外身故、残疾
中老年人综合医疗保险	救护车费用报销
中老年人综合医疗保险	银行卡盗刷损失
中老年人综合医疗保险	电话医学咨询
中老年人综合医疗保险	意外住院垫付/担保服务
平安行·自驾旅游保险	意外伤害身故和残疾
平安行·自驾旅游保险	意外伤害医疗
平安行·自驾旅游保险	自驾游意外伤害身故和残疾
平安行·自驾旅游保险	意外和疾病住院津贴
平安行·自驾旅游保险	道路救援服务
平安行·自驾旅游保险	紧急医疗转运或送返
平安行·自驾旅游保险	遗体/骨灰送返
平安行·自驾旅游保险	亲属前往处理后事
平安行·自驾旅游保险	亲属慰问探访补偿
平安行·自驾旅游保险	境内住院垫付及电话医学咨询
职场综合医疗保险	意外身故、伤残
职场综合医疗保险	意外医疗
职场综合医疗保险	猝死
职场综合医疗保险	疾病住院医疗
职场综合医疗保险	重大疾病
职场综合医疗保险	住院误工津贴
职场综合医疗保险	飞机意外身故、伤残
职场综合医疗保险	火车意外身故、伤残
职场综合医疗保险	轮船意外身故、伤残
职场综合医疗保险	汽车意外身故、伤残
职场综合医疗保险	电话医学咨询
职场综合医疗保险	意外住院垫付/担保服务
平安行·境外留学保险	意外伤害身故、残疾
平安行·境外留学保险	公共交通意外身故
平安行·境外留学保险	自驾意外伤害身故和残疾
平安行·境外留学保险	意外和疾病住院和门急诊
平安行·境外留学保险	意外和疾病住院津贴
平安行·境外留学保险	第三者责任
平安行·境外留学保险	绑架及非法拘禁
平安行·境外留学保险	学业中断
平安行·境外留学保险	旅行票证损失
平安行·境外留学保险	医疗运送和送返
平安行·境外留学保险	遗体/骨灰送返
平安行·境外留学保险	亲属慰问探访
平安行·境外留学保险	休养期的饭店住宿
平安行·境外留学保险	安排并支付未成年子女回国
平安行·境外留学保险	紧急返回居住地国家
平安行·境外留学保险	亲属前往处理后事保险金
平安行·境外留学保险	（请查看保障详情解读）
航空意外险	飞机意外身故/伤残
驾驶人意外险	驾驶人意外伤害身故和残疾
驾驶人意外险	驾驶人意外伤害医疗
驾驶人意外险	道路救援服务
平安行·高原旅游保险	意外伤害身故和残疾
平安行·高原旅游保险	意外伤害医疗
平安行·高原旅游保险	高原反应意外伤害身故和残疾
平安行·高原旅游保险	高原反应意外医疗
平安行·高原旅游保险	紧急医疗转运或送返
平安行·高原旅游保险	遗体/骨灰送返、丧葬安排
平安行·高原旅游保险	亲属前往处理后事
平安行·高原旅游保险	亲属慰问探访补偿
平安行·高原旅游保险	境内住院垫付及电话医学咨询
成人重大疾病保险	重大疾病
成人重大疾病保险	重疾绿色通道服务
